Statistic Label,Census Year,Sex,General Health,CSO Local Electoral Areas 2022,UNIT,VALUE
General Health of Population,2022,Females,Very Bad,"Lifford-Stranorlar, Donegal",Number,85
General Health of Population,2022,Females,Very Bad,"Conamara North, Galway County",Number,38
General Health of Population,2022,Females,Very Bad,"Tuam, Galway County",Number,62
General Health of Population,2022,Females,Very Bad,"Ballinasloe, Galway County",Number,58
General Health of Population,2022,Females,Very Bad,"Loughrea, Galway County",Number,39
General Health of Population,2022,Females,Very Bad,"Athenry-Oranmore, Galway County",Number,45
General Health of Population,2022,Females,Very Bad,"Gort-Kinvara, Galway County",Number,39
General Health of Population,2022,Females,Very Bad,"Conamara South, Galway County",Number,33
General Health of Population,2022,Females,Very Bad,"Galway City West, Galway City",Number,41
General Health of Population,2022,Females,Very Bad,"Galway City Central, Galway City",Number,40
General Health of Population,2022,Females,Very Bad,"Galway City East, Galway City",Number,52
General Health of Population,2022,Females,Very Bad,"Listowel, Kerry",Number,56
General Health of Population,2022,Females,Very Bad,"Castleisland, Kerry",Number,30
General Health of Population,2022,Females,Very Bad,"Killarney, Kerry",Number,40
General Health of Population,2022,Females,Very Bad,"Kenmare, Kerry",Number,40
General Health of Population,2022,Females,Very Bad,"Corca Dhuibhne, Kerry",Number,19
General Health of Population,2022,Females,Very Bad,"Tralee, Kerry",Number,63
General Health of Population,2022,Females,Very Bad,"Maynooth, Kildare",Number,34
General Health of Population,2022,Females,Very Bad,"Celbridge, Kildare",Number,25
General Health of Population,2022,Females,Very Bad,"Naas, Kildare",Number,63
General Health of Population,2022,Females,Very Bad,"Athy, Kildare",Number,63
General Health of Population,2022,Females,Very Bad,"Kildare, Kildare",Number,58
General Health of Population,2022,Females,Very Bad,"Clane, Kildare",Number,44
General Health of Population,2022,Females,Very Bad,"Leixlip, Kildare",Number,26
General Health of Population,2022,Females,Very Bad,"Newbridge, Kildare",Number,51
General Health of Population,2022,Females,Very Bad,"Castlecomer, Kilkenny",Number,37
General Health of Population,2022,Females,Very Bad,"Kilkenny, Kilkenny",Number,55
General Health of Population,2022,Females,Very Bad,"Piltown, Kilkenny",Number,37
General Health of Population,2022,Females,Very Bad,"Callan-Thomastown, Kilkenny",Number,48
General Health of Population,2022,Females,Very Bad,Ireland,Number,8899
General Health of Population,2022,Females,Not Stated,"Borris-In-Ossory-Mountmellick, Laois",Number,488
General Health of Population,2022,Females,Not Stated,"Portlaoise, Laois",Number,955
General Health of Population,2022,Females,Not Stated,"Graiguecullen -Portarlington, Laois",Number,786
General Health of Population,2022,Females,Not Stated,"Carlow, Carlow",Number,978
General Health of Population,2022,Females,Not Stated,"Tullow, Carlow",Number,675
General Health of Population,2022,Females,Not Stated,"Muinebeag, Carlow",Number,250
General Health of Population,2022,Females,Not Stated,"Manorhamilton, Leitrim",Number,199
General Health of Population,2022,Females,Not Stated,"Ballinamore, Leitrim",Number,216
General Health of Population,2022,Females,Not Stated,"Carrick-On-Shannon, Leitrim",Number,364
General Health of Population,2022,Females,Not Stated,"Newcastle West, Limerick",Number,492
General Health of Population,2022,Females,Not Stated,"Adare-Rathkeale, Limerick",Number,938
General Health of Population,2022,Females,Not Stated,"Cappamore-Kilmallock, Limerick",Number,782
General Health of Population,2022,Females,Not Stated,"Limerick City West, Limerick",Number,2375
General Health of Population,2022,Females,Not Stated,"Limerick City North, Limerick",Number,2433
General Health of Population,2022,Females,Not Stated,"Limerick City East, Limerick",Number,2484
General Health of Population,2022,Females,Not Stated,"Granard, Longford",Number,325
General Health of Population,2022,Females,Not Stated,"Ballymahon, Longford",Number,1506
General Health of Population,2022,Females,Not Stated,"Longford, Longford",Number,936
General Health of Population,2022,Females,Not Stated,"Dundalk-Carlingford, Louth",Number,1350
General Health of Population,2022,Females,Not Stated,"Dundalk South, Louth",Number,1095
General Health of Population,2022,Females,Not Stated,"Ardee, Louth",Number,560
General Health of Population,2022,Females,Not Stated,"Drogheda Rural, Louth",Number,432
General Health of Population,2022,Females,Not Stated,"Drogheda Urban, Louth",Number,1254
General Health of Population,2022,Females,Not Stated,"Ballina, Mayo",Number,350
General Health of Population,2022,Females,Not Stated,"Claremorris, Mayo",Number,816
General Health of Population,2022,Females,Not Stated,"Castlebar, Mayo",Number,915
General Health of Population,2022,Females,Not Stated,"Belmullet, Mayo",Number,187
General Health of Population,2022,Females,Not Stated,"Westport, Mayo",Number,467
General Health of Population,2022,Females,Not Stated,"Swinford, Mayo",Number,257
General Health of Population,2022,Females,Not Stated,"Kells, Meath",Number,588
General Health of Population,2022,Females,Not Stated,"Laytown-Bettystown, Meath",Number,872
General Health of Population,2022,Females,Not Stated,"Ashbourne, Meath",Number,693
General Health of Population,2022,Females,Not Stated,"Ratoath, Meath",Number,839
General Health of Population,2022,Females,Not Stated,"Trim, Meath",Number,677
General Health of Population,2022,Females,Not Stated,"Navan, Meath",Number,920
General Health of Population,2022,Females,Not Stated,"Monaghan, Monaghan",Number,519
General Health of Population,2022,Females,Not Stated,"Carrickmacross-Castleblayney, Monaghan",Number,609
General Health of Population,2022,Females,Not Stated,"Ballybay-Clones, Monaghan",Number,184
General Health of Population,2022,Females,Not Stated,"Birr, Offaly",Number,522
General Health of Population,2022,Females,Not Stated,"Tullamore, Offaly",Number,975
General Health of Population,2022,Females,Not Stated,"Edenderry, Offaly",Number,730
General Health of Population,2022,Females,Not Stated,"Boyle, Roscommon",Number,541
General Health of Population,2022,Females,Not Stated,"Roscommon, Roscommon",Number,682
General Health of Population,2022,Females,Not Stated,"Athlone, Roscommon",Number,399
General Health of Population,2022,Females,Not Stated,"Ballymote-Tobercurry, Sligo",Number,568
General Health of Population,2022,Females,Not Stated,"Sligo-Drumcliff, Sligo",Number,383
General Health of Population,2022,Females,Not Stated,"Sligo-Strandhill, Sligo",Number,1062
General Health of Population,2022,Females,Not Stated,"Cavan-Belturbet, Cavan",Number,781
General Health of Population,2022,Females,Not Stated,"Bailieborough-Cootehill, Cavan",Number,875
General Health of Population,2022,Females,Not Stated,"Ballyjamesduff, Cavan",Number,497
General Health of Population,2022,Females,Not Stated,"Nenagh, Tipperary",Number,536
General Health of Population,2022,Females,Not Stated,"Roscrea-Templemore, Tipperary",Number,354
General Health of Population,2022,Females,Not Stated,"Carrick-On-Suir, Tipperary",Number,443
General Health of Population,2022,Females,Not Stated,"Clonmel, Tipperary",Number,882
General Health of Population,2022,Females,Not Stated,"Cashel-Tipperary, Tipperary",Number,700
General Health of Population,2022,Females,Not Stated,"Newport, Tipperary",Number,392
General Health of Population,2022,Females,Not Stated,"Thurles, Tipperary",Number,467
General Health of Population,2022,Females,Not Stated,"Cahir, Tipperary",Number,409
General Health of Population,2022,Females,Not Stated,"Dungarvan, Waterford",Number,498
General Health of Population,2022,Females,Not Stated,"Portlaw-Kilmacthomas, Waterford",Number,249
General Health of Population,2022,Females,Not Stated,"Lismore, Waterford",Number,170
General Health of Population,2022,Females,Not Stated,"Tramore-Waterford City West, Waterford",Number,1184
General Health of Population,2022,Females,Not Stated,"Waterford City South, Waterford",Number,1374
General Health of Population,2022,Females,Not Stated,"Waterford City East, Waterford",Number,796
General Health of Population,2022,Females,Not Stated,"Athlone, Westmeath",Number,1111
General Health of Population,2022,Females,Not Stated,"Moate, Westmeath",Number,691
General Health of Population,2022,Females,Not Stated,"Kinnegad, Westmeath",Number,562
General Health of Population,2022,Females,Not Stated,"Mullingar, Westmeath",Number,1101
General Health of Population,2022,Females,Not Stated,"Gorey, Wexford",Number,609
General Health of Population,2022,Females,Not Stated,"Kilmuckridge, Wexford",Number,400
General Health of Population,2022,Females,Not Stated,"New Ross, Wexford",Number,713
General Health of Population,2022,Females,Not Stated,"Rosslare, Wexford",Number,667
General Health of Population,2022,Females,Not Stated,"Wexford, Wexford",Number,708
General Health of Population,2022,Females,Not Stated,"Enniscorthy, Wexford",Number,938
General Health of Population,2022,Females,Not Stated,"Baltinglass, Wicklow",Number,622
General Health of Population,2022,Females,Not Stated,"Bray West, Wicklow",Number,565
General Health of Population,2022,Females,Not Stated,"Greystones, Wicklow",Number,702
General Health of Population,2022,Females,Not Stated,"Wicklow, Wicklow",Number,520
General Health of Population,2022,Females,Not Stated,"Arklow, Wicklow",Number,622
General Health of Population,2022,Females,Not Stated,"Bray East, Wicklow",Number,588
General Health of Population,2022,Females,Not Stated,"Rush-Lusk, Fingal",Number,839
General Health of Population,2022,Females,Not Stated,"Swords, Fingal",Number,2217
General Health of Population,2022,Females,Not Stated,"Blanchardstown-Mulhuddart, Fingal",Number,2416
General Health of Population,2022,Females,Not Stated,"Castleknock, Fingal",Number,1457
General Health of Population,2022,Females,Not Stated,"Howth-Malahide, Fingal",Number,1872
General Health of Population,2022,Females,Not Stated,"Stillorgan, Dún Laoghaire-Rathdown",Number,635
General Health of Population,2022,Females,Not Stated,"Dundrum, Dún Laoghaire-Rathdown",Number,420
General Health of Population,2022,Females,Not Stated,"Glencullen-Sandyford, Dún Laoghaire-Rathdown",Number,1009
General Health of Population,2022,Females,Not Stated,"Killiney-Shankill, Dún Laoghaire-Rathdown",Number,490
General Health of Population,2022,Females,Not Stated,"Dún Laoghaire, Dún Laoghaire-Rathdown",Number,617
General Health of Population,2022,Females,Not Stated,"Blackrock, Dún Laoghaire-Rathdown",Number,800
General Health of Population,2022,Females,Not Stated,"Lucan, South Dublin",Number,1629
General Health of Population,2022,Females,Not Stated,"Tallaght Central, South Dublin",Number,1781
General Health of Population,2022,Females,Not Stated,"Rathfarnham-Templeogue, South Dublin",Number,584
General Health of Population,2022,Females,Not Stated,"Firhouse-Bohernabreena, South Dublin",Number,676
General Health of Population,2022,Females,Not Stated,"Tallaght South, South Dublin",Number,1994
General Health of Population,2022,Females,Not Stated,"Clondalkin, South Dublin",Number,2422
General Health of Population,2022,Females,Not Stated,"Balbriggan, Fingal",Number,1008
General Health of Population,2022,Females,Not Stated,"Ongar, Fingal",Number,1743
General Health of Population,2022,Females,Not Stated,"Palmerstown-Fonthill, South Dublin",Number,963
General Health of Population,2022,Females,Not Stated,"Ballymun-Finglas, Dublin City",Number,4228
General Health of Population,2022,Females,Not Stated,"Cabra-Glasnevin, Dublin City",Number,3576
General Health of Population,2022,Females,Not Stated,"Ballyfermot-Drimnagh, Dublin City",Number,3085
General Health of Population,2022,Females,Not Stated,"Kimmage-Rathmines, Dublin City",Number,2384
General Health of Population,2022,Females,Not Stated,"Pembroke, Dublin City",Number,2628
General Health of Population,2022,Females,Not Stated,"South East Inner City, Dublin City",Number,4356
General Health of Population,2022,Females,Not Stated,"North Inner City, Dublin City",Number,9303
General Health of Population,2022,Females,Not Stated,"Clontarf, Dublin City",Number,1259
General Health of Population,2022,Females,Not Stated,"Donaghmede, Dublin City",Number,1461
General Health of Population,2022,Females,Not Stated,"Artane-Whitehall, Dublin City",Number,2351
General Health of Population,2022,Females,Not Stated,"South West Inner City, Dublin City",Number,3874
General Health of Population,2022,Females,Not Stated,"Ennistimon, Clare",Number,936
General Health of Population,2022,Females,Not Stated,"Killaloe, Clare",Number,936
